scenario_name,scenario_id,solution_type,C,A,G,AS,mean_aoi,used_uavs,total_sorties
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,cost_prioritized,688.593033182686,733792.6360316366,64.10672288344884,0.30511354120695683,130.32580587092036,3,3
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,quality_prioritized,1027.2314534167936,1622227.1921171248,28.302726158172334,0.559057476053065,155.7217851011303,4,5
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,845.0343361176463,934162.2324356723,38.079568615600564,0.4788805622764225,133.3924725217921,4,4
RH_M,mechanism_50_4_remote_hotspot_id04,cost_prioritized,800.3473562486678,1088530.0667604415,78.70857187900371,0.14200632416413916,154.07608321872198,4,4
RH_M,mechanism_50_4_remote_hotspot_id04,quality_prioritized,1535.0890708217723,3777351.0050881216,55.315870899880146,0.30728147460868166,241.3044862502523,4,8
RH_M,mechanism_50_4_remote_hotspot_id04,balanced,911.2765058334348,943026.9053577497,66.79003491632503,0.21082531975861168,137.6075179699556,4,4
