algorithm,group_name,scenario_type,generation,HV_mean,HV_std,IGD+_mean,IGD+_std,count
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,65,0.5393124289641094,0.09307873624991059,0.07411161854190902,0.020448870859360518,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,70,0.5422399494259733,0.09302010150414933,0.07262110410292161,0.02015606804075159,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,75,0.5459525713882075,0.09312304627415013,0.07116994812319574,0.02019826633584475,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,80,0.5491361460216556,0.0930397400325329,0.06960928815944437,0.020045738787879294,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,85,0.5521048648289792,0.09331534941887738,0.06852752465461491,0.02002068024671203,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,90,0.5550955385559995,0.09382178151189989,0.06729984924037788,0.01999980195877482,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,95,0.5574396951631668,0.0935675273172625,0.06621874122945234,0.020069177498226124,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,100,0.5593385288708913,0.09394688785234297,0.0655153345369008,0.020124599628026183,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,105,0.5626195783114808,0.0942187735978102,0.06395054712975864,0.019876395911657845,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,110,0.5645212537886288,0.09445749265752501,0.06313538573479474,0.019879413347067488,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,115,0.5671687926914588,0.09430609801332038,0.06208614093328115,0.019723799670097044,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,120,0.5692471042872993,0.0942167262114564,0.060962528412698294,0.019329133766645395,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,125,0.5716825484347169,0.09499710304847103,0.06024231186293505,0.01941247554795438,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,130,0.5741297429710585,0.094438748901936,0.05904831493551965,0.019226162195837188,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,135,0.5761229028718066,0.09396653087007151,0.05830793739752367,0.019005165999823614,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,140,0.5781603881849509,0.09408098647544308,0.05739596458594305,0.019043672539438016,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,145,0.5804055225423335,0.0944541569214082,0.056337827802545926,0.0187280517955403,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,150,0.5827100169029397,0.09592038787554724,0.05569240195708476,0.01910160397121913,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,155,0.5843491004151767,0.09551804091106092,0.055010972938619694,0.01916090618220488,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,160,0.5859795895276384,0.09569589597636324,0.05436016434602213,0.01919072079513238,80
msd_ag_nsga2_wo_bbr,mechanism_50_4,multi_hotspot_boundary,165,0.587801643722085,0.09621187366712203,0.05367854582756074,0.019051553962686176,80
