scenario_name,scenario_id,solution_type,uav_name,sortie_index,step,node_id,x,y,is_key,is_depot
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,7,25,448.6794554212021,1351.5549146633261,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,8,24,529.0168259538846,1287.5804724353675,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,9,17,683.9478273964222,1339.1583335439536,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,10,19,745.7662851175909,1368.4301209614168,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,11,18,826.9796996250997,1265.7707876231493,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,12,48,666.566260739618,1021.2160621140515,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,13,46,675.0434718685004,970.9611980981214,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,14,28,567.3252942718239,1052.4177383960969,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,15,31,559.5342382579827,1349.650630623533,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,16,22,756.4259463426968,1423.8141747016605,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,17,29,650.949767284838,1303.0682406577316,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_1,1,18,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,0,0,900.0,900.0,False,True
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,1,47,1002.5952466458549,808.201718296212,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,2,41,797.8251544120925,566.3941381148018,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,3,32,723.5984983095079,618.1096734684103,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,4,44,769.904757483404,642.5078316477795,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,5,35,794.4957561024969,505.5829229257529,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,6,42,868.4802144684005,498.48448624325005,False,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,7,37,784.0981648464003,346.2882838455325,True,False
MHB_M,mechanism_50_4_multi_hotspot_boundary_id04,balanced,uav_2,1,8,40,810.3069319747664,259.8439929232238,False,False
