scenario_id,algorithm,run_id,group_name,scenario_type,n,uav_count,HV,IGD+,runtime_sec,n_solutions,feasible_rate,C,A,G,AS,total_sorties,used_uavs,uav_load_std,uav_load_range,min_C,min_A,min_G,max_AS,mutation_cfm_attempts,mutation_cfm_accepts,mutation_bbr_attempts,mutation_bbr_accepts,mutation_bbr_overload_triggers,mutation_bbr_imbalance_triggers,ls_calls,ls_structure_moves,ls_time_moves,ls_boundary_balance_moves
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,1,mechanism_50_4,multi_hotspot_boundary,50,4,0.583622144508149,0.025633782453211473,34.41190995788202,140,1.0,685.7562685015145,854617.0831171903,53.431896945222334,0.4515068075581372,3.0,3.0,0.0,0.0,634.3586614652263,439447.55510840914,38.30600815662654,0.5065211481312184,5157.0,4938.0,7754.0,2190.0,89.0,2241.0,868.0,6760.0,3472.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,2,mechanism_50_4,multi_hotspot_boundary,50,4,0.4820370549036776,0.05498259578593433,34.06610087491572,140,1.0,786.8175740861391,922514.1385612213,50.613190153108555,0.4494072178154906,4.0,4.0,0.0,0.0,717.4448798011836,470527.5149534177,39.10860440092051,0.5105922338492654,5163.0,4932.0,7817.0,2145.0,229.0,2160.0,868.0,6764.0,3472.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,3,mechanism_50_4,multi_hotspot_boundary,50,4,0.4762606099351168,0.06499541160214235,35.63943920796737,140,1.0,768.379682773199,991371.199650901,49.96371196175736,0.43041290496501483,4.0,4.0,0.0,0.0,717.4448798011836,428975.52247930696,37.674217554013744,0.4970908335129413,5246.0,4960.0,7769.0,2243.0,139.0,2263.0,868.0,6924.0,3452.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,4,mechanism_50_4,multi_hotspot_boundary,50,4,0.48779178883560587,0.057898241114796155,34.24378933291882,140,1.0,772.624047672916,938423.5843167037,52.00477842008966,0.42132049478973793,4.0,4.0,0.0,0.0,712.6015117492689,426599.3695779824,38.367955601393746,0.5035656395277318,5174.0,4898.0,7644.0,2284.0,122.0,2320.0,868.0,6929.0,3472.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,5,mechanism_50_4,multi_hotspot_boundary,50,4,0.6193053716924153,0.020798834266862867,31.321189417038113,139,1.0,656.6075693484188,855056.0306672086,53.15659614626286,0.4063879282712993,3.0,3.0,0.0,0.0,589.3760592889448,463384.8950284038,37.67881980127125,0.49730340829107095,5218.0,4900.0,7744.0,1230.0,101.0,1263.0,868.0,6933.0,3435.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,6,mechanism_50_4,multi_hotspot_boundary,50,4,0.4663358096611714,0.0703748890927501,37.24764833319932,140,1.0,778.5806845726113,931229.876745387,53.31639477443837,0.41602468984142055,4.0,4.0,0.0,0.0,713.5341670438263,496956.5492493058,38.86874184000762,0.4908952520015818,5091.0,4846.0,7809.0,3101.0,327.0,3146.0,868.0,6659.0,3450.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,7,mechanism_50_4,multi_hotspot_boundary,50,4,0.5078999013087356,0.043457375391194875,32.23581337509677,139,1.0,780.1696955072812,902005.7734107281,53.227493474000596,0.43627230659360405,4.0,4.0,0.0,0.0,717.4448798011836,454027.21616159944,37.07412542819829,0.5170396291311627,5070.0,4760.0,7945.0,925.0,27.0,940.0,868.0,6936.0,3431.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,8,mechanism_50_4,multi_hotspot_boundary,50,4,0.47505430894058503,0.07153255763403776,34.48650745791383,140,1.0,768.6159711016151,925440.9539118437,53.5057172269476,0.4218502602259717,4.0,4.0,0.0,0.0,714.0768079185536,451853.51441130566,37.37071807684064,0.5224091472862475,5202.0,4959.0,7927.0,2207.0,105.0,2232.0,868.0,6868.0,3429.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,9,mechanism_50_4,multi_hotspot_boundary,50,4,0.5157302207246756,0.04187602881145064,32.37835316709243,139,1.0,724.4288745635621,864518.8492908294,54.658398177206635,0.3790097545092297,3.0,3.0,0.0,0.0,702.5308148092506,485166.17094095156,38.61626556941282,0.5152393168132562,5265.0,5044.0,7750.0,1392.0,88.0,1407.0,868.0,6885.0,3472.0,0.0
mechanism_50_4_multi_hotspot_boundary_id01,msd_ag_nsga2,10,mechanism_50_4,multi_hotspot_boundary,50,4,0.5230652358622842,0.03439344345711452,33.66066433303058,137,1.0,714.0313085933891,777658.5731904741,55.446800482527216,0.4475716447557428,3.0,3.0,0.0,0.0,709.9143645960426,477580.8403193626,36.10727044503477,0.5202821217108285,5185.0,5032.0,7588.0,1979.0,119.0,1999.0,868.0,6699.0,3444.0,0.0
