algorithm,HV_mean,HV_std,HV_median,IGD+_mean,IGD+_std,IGD+_median,feasible_rate_mean,feasible_rate_std,feasible_rate_median,ls_boundary_balance_moves_mean,ls_boundary_balance_moves_std,ls_boundary_balance_moves_median,ls_calls_mean,ls_calls_std,ls_calls_median,ls_structure_moves_mean,ls_structure_moves_std,ls_structure_moves_median,ls_time_moves_mean,ls_time_moves_std,ls_time_moves_median,mutation_bbr_accepts_mean,mutation_bbr_accepts_std,mutation_bbr_accepts_median,mutation_bbr_attempts_mean,mutation_bbr_attempts_std,mutation_bbr_attempts_median,mutation_bbr_imbalance_triggers_mean,mutation_bbr_imbalance_triggers_std,mutation_bbr_imbalance_triggers_median,mutation_bbr_overload_triggers_mean,mutation_bbr_overload_triggers_std,mutation_bbr_overload_triggers_median,mutation_cfm_accepts_mean,mutation_cfm_accepts_std,mutation_cfm_accepts_median,mutation_cfm_attempts_mean,mutation_cfm_attempts_std,mutation_cfm_attempts_median,n_solutions_mean,n_solutions_std,n_solutions_median,runtime_mean_sec,runtime_std_sec,runtime_median_sec,count
msd_ag_nsga2,0.0,0.0,0.0,inf,nan,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8121.15625,116.18280568112263,8107.0,0.0,0.0,0.0,8121.15625,116.18280568112263,8107.0,4314.0125,302.4787180013662,4303.0,5411.53125,93.49110398020498,5402.0,1.0,0.0,1.0,20.907317648972093,1.0131147688511677,20.908853729604743,160
