algorithm,scenario_type,A_mean,A_std,A_median,AS_mean,AS_std,AS_median,C_mean,C_std,C_median,G_mean,G_std,G_median,HV_mean,HV_std,HV_median,IGD+_mean,IGD+_std,IGD+_median,feasible_rate_mean,feasible_rate_std,feasible_rate_median,ls_boundary_balance_moves_mean,ls_boundary_balance_moves_std,ls_boundary_balance_moves_median,ls_calls_mean,ls_calls_std,ls_calls_median,ls_structure_moves_mean,ls_structure_moves_std,ls_structure_moves_median,ls_time_moves_mean,ls_time_moves_std,ls_time_moves_median,max_AS_mean,max_AS_std,max_AS_median,min_A_mean,min_A_std,min_A_median,min_C_mean,min_C_std,min_C_median,min_G_mean,min_G_std,min_G_median,mutation_bbr_accepts_mean,mutation_bbr_accepts_std,mutation_bbr_accepts_median,mutation_bbr_attempts_mean,mutation_bbr_attempts_std,mutation_bbr_attempts_median,mutation_bbr_imbalance_triggers_mean,mutation_bbr_imbalance_triggers_std,mutation_bbr_imbalance_triggers_median,mutation_bbr_overload_triggers_mean,mutation_bbr_overload_triggers_std,mutation_bbr_overload_triggers_median,mutation_cfm_accepts_mean,mutation_cfm_accepts_std,mutation_cfm_accepts_median,mutation_cfm_attempts_mean,mutation_cfm_attempts_std,mutation_cfm_attempts_median,n_solutions_mean,n_solutions_std,n_solutions_median,runtime_mean_sec,runtime_std_sec,runtime_median_sec,total_sorties_mean,total_sorties_std,total_sorties_median,uav_load_range_mean,uav_load_range_std,uav_load_range_median,uav_load_std_mean,uav_load_std_std,uav_load_std_median,used_uavs_mean,used_uavs_std,used_uavs_median,count
msd_ag_nsga2,multi_hotspot_boundary,850982.5309018766,98723.24330703229,841015.654857073,0.4268101496649295,0.08977291690117635,0.41153236948617844,902.39269689992,167.33638012226257,889.4766767376819,50.48963470661251,7.270321134782614,50.921712380141045,0.606605192822974,0.06464304672022528,0.6027978779444514,0.04580314541294323,0.021996799898756452,0.04063219311610519,1.0,0.0,1.0,3.440625,7.246738894797783,0.0,868.0,0.0,868.0,6644.75625,394.37220279317035,6777.5,3381.690625,120.50192389380916,3425.5,0.5072375644308862,0.09569106088777668,0.49366637606397135,468107.55964123935,36583.65762215013,467237.1960203955,804.0017195807231,143.73343228298276,790.3671561255817,37.93164291320485,8.743720044158573,39.31034510541548,2604.075,1055.357792113651,2640.5,7795.540625,77.51337529490878,7797.0,2699.721875,1117.386641687417,2682.0,290.915625,240.94910459650887,233.5,4945.86875,143.8231605946605,4961.0,5206.275,65.33064460878984,5204.5,138.446875,4.087747268897014,139.0,38.40820408605141,5.5160151711143435,38.461409895913675,4.41875,1.0692981050670574,4.0,27.840015362031256,35.77064692326406,0.0,11.303809932670458,14.390353967284476,0.0,4.415625,1.071975213974185,4.0,320
msd_ag_nsga2,remote_hotspot,1361710.3700317997,439792.28410133126,1214741.7242344217,0.19100190327540237,0.0470958584709527,0.1856252237683802,1017.8868186356976,183.89991785946668,1031.407695431743,68.07755227095672,4.4566139039287584,68.42750825700386,0.6572567895854307,0.06026250121225024,0.6526995004423635,0.03497170005837057,0.017247327427242533,0.031009755842266274,1.0,0.0,1.0,8.065625,16.973105736999788,2.0,868.0,0.0,868.0,6488.3375,603.8490176308561,6758.0,2972.2,325.4087199200415,3052.0,0.29854046869375617,0.03820093306773265,0.29619158737435725,511741.9157730743,55414.927484705004,507984.75301860616,868.3844410065554,152.5254176322079,850.1729096346485,55.5860277785318,5.8936977205704,54.98467351303077,4261.46875,1102.751368293614,4444.0,7799.91875,80.5734503322124,7797.0,4743.225,1188.3534746130883,4995.0,1543.790625,776.5955329430561,1436.0,4994.2375,118.35882875286491,5005.0,5197.890625,68.33701348544122,5199.0,138.153125,5.164027278624213,139.0,57.683558404258655,12.727107790996378,55.54606527101714,5.00625,1.1011180397668545,5.0,61.205193739812515,56.7592154044736,73.85910238999998,25.68604651845493,23.82150580521614,30.417196861213515,4.43125,1.0643182970803424,4.0,320
