scenario_id,algorithm,run_id,group_name,scenario_type,n,uav_count,HV,IGD+,runtime_sec,n_solutions,feasible_rate,C,A,G,AS,total_sorties,used_uavs,uav_load_std,uav_load_range,min_C,min_A,min_G,max_AS,mutation_cfm_attempts,mutation_cfm_accepts,mutation_bbr_attempts,mutation_bbr_accepts,mutation_bbr_overload_triggers,mutation_bbr_imbalance_triggers,ls_calls,ls_structure_moves,ls_time_moves,ls_boundary_balance_moves
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,1,uav_3,multi_hotspot_boundary,50,3,0.7303437116462465,0.03577090045490281,32.86352395894937,138,1.0,696.4345197365267,889007.9278215498,54.10772413354533,0.3559780352522868,3.0,3.0,0.0,0.0,625.0904898595264,441726.021187111,47.93296955344587,0.39941540723521746,5204.0,4949.0,7923.0,1342.0,173.0,1466.0,868.0,6536.0,3332.0,2.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,2,uav_3,multi_hotspot_boundary,50,3,0.7201566642214519,0.024478487929400133,31.77171183307655,140,1.0,685.6484711975824,794296.9663401571,59.299459960489756,0.3023086709362147,3.0,3.0,0.0,0.0,621.3808217272934,431400.5150482422,50.15921071385509,0.3367144403426377,5202.0,4958.0,7751.0,591.0,55.0,629.0,868.0,6420.0,3335.0,6.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,3,uav_3,multi_hotspot_boundary,50,3,0.729805039543088,0.020917656220589186,30.843218167079613,138,1.0,652.9565825500703,873855.780787303,58.63559902683654,0.27965714512322637,3.0,3.0,0.0,0.0,620.5002751709894,419264.30481825327,49.53182566024483,0.38436010148967126,5215.0,4994.0,7759.0,971.0,165.0,1055.0,868.0,6813.0,3467.0,0.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,4,uav_3,multi_hotspot_boundary,50,3,0.752886280899885,0.0184544606078853,32.0550548331812,138,1.0,656.2963592041737,888181.132205276,57.84081007431196,0.34878596129260586,3.0,3.0,0.0,0.0,620.4946558167562,412568.89001409645,49.3744551244859,0.37286566485561645,5264.0,4965.0,7898.0,1305.0,54.0,1396.0,868.0,6476.0,3388.0,0.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,5,uav_3,multi_hotspot_boundary,50,3,0.7123663175410727,0.032546667095095606,33.69163366709836,139,1.0,699.5003645449376,779118.269563676,58.960845480105434,0.32771398356389847,3.0,3.0,0.0,0.0,623.9658588566817,435235.1748291054,48.6158079403856,0.37026879536787083,5163.0,4983.0,7788.0,1063.0,149.0,1143.0,868.0,6872.0,3447.0,0.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,6,uav_3,multi_hotspot_boundary,50,3,0.738795583122723,0.014703339850213486,31.867050958098844,140,1.0,679.279769816829,766891.5843221836,58.47628852523819,0.315487712602422,3.0,3.0,0.0,0.0,628.7593364786119,430175.02663160616,49.72918563328871,0.3730571524435544,5289.0,5039.0,7824.0,465.0,64.0,499.0,868.0,6596.0,3440.0,4.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,7,uav_3,multi_hotspot_boundary,50,3,0.7041228707452635,0.03673773116085434,33.923549707978964,140,1.0,660.385236174074,864976.7603748251,60.23962190636851,0.30307219346894815,3.0,3.0,0.0,0.0,628.6271736334287,469088.1789242624,49.98770566129989,0.35390917670484606,5135.0,4903.0,7652.0,1428.0,194.0,1539.0,868.0,6633.0,3430.0,0.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,8,uav_3,multi_hotspot_boundary,50,3,0.7092993336451622,0.024870509898032276,31.82873325003311,138,1.0,700.1320089483045,860398.1212108601,55.802334474153994,0.2861555853964014,3.0,3.0,0.0,0.0,621.321590665117,434436.5938632719,49.51230236190363,0.36151786427706045,5093.0,4860.0,7799.0,1164.0,148.0,1254.0,868.0,6693.0,3401.0,0.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,9,uav_3,multi_hotspot_boundary,50,3,0.7200320632768822,0.026373115344706724,33.15904337516986,136,1.0,665.4874556049663,792622.8009567405,61.71872675916889,0.29522976279977553,3.0,3.0,0.0,0.0,616.5004697905135,416041.23131249624,50.514621485656214,0.3448204298125704,5156.0,4883.0,7902.0,2495.0,227.0,2688.0,868.0,6563.0,3305.0,6.0
uav_3_multi_hotspot_boundary_id01,msd_ag_nsga2,10,uav_3,multi_hotspot_boundary,50,3,0.7324078351044506,0.017605453940754044,32.26280525000766,139,1.0,676.1620168080052,832790.8133685763,57.47639978924448,0.3392116089284603,3.0,3.0,0.0,0.0,621.3641499040812,412492.0593024636,49.582756344121556,0.382916877261074,5223.0,5019.0,7768.0,534.0,79.0,585.0,868.0,6578.0,3269.0,0.0
